group,y,x_pre
A,0.0,1.090166033690662
B,0.0,-0.7333943346780494
A,0.0,-0.5408976902627972
B,1.0,0.3448317094770465
B,1.0,0.5932193807041102
A,1.0,0.7684837373405985
B,0.0,-0.08974113872932903
A,0.0,0.5286167215545834
B,0.0,0.7456286069234205
A,0.0,0.20056913856684971
B,0.0,-0.14265811326429617
A,1.0,-1.4452949482311301
A,0.0,0.5991741567799889
A,0.0,0.04217369914115087
B,1.0,-0.41361585235070747
B,0.0,1.27776636359166
A,0.0,-1.4278336329133157
A,0.0,1.6440363153648863
A,1.0,-0.022273278634465647
B,0.0,0.3175181785028984
A,1.0,-0.39504411453027083
A,0.0,-1.6670729125233301
B,0.0,-0.1396098984657797
B,0.0,0.33474490689279257
A,0.0,0.6762254464025941
B,1.0,-0.1980331984389014
A,0.0,-2.192539841204418
B,0.0,-1.5416613445826255
A,0.0,2.052019623763294
B,0.0,-1.0925359837721156
B,0.0,1.4270494582392084
B,0.0,-0.9340867374175955
A,0.0,-0.18245590972786754
B,0.0,0.625208259599904
A,0.0,-0.8201944465808737
A,1.0,1.5922151357590542
B,0.0,0.07572835806841098
A,0.0,0.4608508462996698
B,0.0,-0.2676070080191258
B,0.0,0.6587202870170907
A,1.0,1.5787927398498625
B,0.0,-0.13128593762321436
A,0.0,1.7297127907492362
B,0.0,-0.6115958083791179
A,1.0,0.76409603935171
B,0.0,0.4891143362430499
A,0.0,-1.0685820726823694
A,0.0,0.2138097046373318
A,0.0,0.0073659378503727856
B,0.0,-0.8531921762768451
B,0.0,0.3580024341941265
B,1.0,0.14628954610851758
B,0.0,-0.07258694730721668
B,1.0,-0.06857746905868485
B,0.0,-0.09001025892361937
A,0.0,-0.3676996212463275
B,0.0,0.13983409501498167
B,0.0,-0.6439142123637804
A,1.0,2.6568094914699993
A,0.0,-1.4093332454653158
B,0.0,-0.584736077234459
A,1.0,-0.5057421045769407
B,0.0,2.0404934143245375
A,0.0,-1.3201346499774993
A,0.0,0.4259222979861098
B,0.0,0.24839406504653988
A,0.0,0.33360230467454804
A,0.0,1.2363431626109402
B,0.0,1.2158293597470884
B,1.0,-0.4509568265201174
A,0.0,0.1940174494939909
A,0.0,-1.864102032152144
B,0.0,0.09909300852192908
B,0.0,-0.7939894278319191
B,0.0,-0.1863824259605165
A,0.0,-1.6853718648166949
A,0.0,0.4048722867190754
A,0.0,-1.6965686955756079
A,0.0,0.14828460679158642
B,0.0,-1.2265055930225495
A,0.0,-0.8496410351358846
B,1.0,1.1547321025451627
B,0.0,0.587917945913622
B,0.0,1.149203137670543
A,0.0,1.5597271325012902
B,1.0,-0.7728387071397649
B,0.0,1.4989716624408718
B,0.0,-1.4655056561789015
A,0.0,0.7461003345449032
A,0.0,-0.4933377145999715
B,0.0,-0.9303001426393164
A,0.0,0.6144698673044425
A,0.0,0.9449515251692131
A,0.0,0.9152683866465448
B,1.0,0.21485988889479202
B,0.0,0.13195730132923905
A,0.0,0.5268665856999025
B,0.0,0.30376407551719103
A,0.0,0.5413558395859803
B,0.0,0.20399946111071426
B,1.0,0.8427838245063638
A,0.0,-1.6272078065504278
A,1.0,-0.13127347508638623
A,1.0,-1.3838464938455861
B,1.0,0.27670201760488466
B,0.0,1.6419301758536977
B,1.0,-0.47408478194696846
B,0.0,0.12725203029721524
A,0.0,0.7564867149216389
B,1.0,-2.0677229317665247
A,0.0,-0.5221104821441878
A,0.0,0.36451565927285023
B,0.0,-2.896994725657275
B,0.0,-0.9768084930749713
A,0.0,1.1008579733812893
B,1.0,1.0029969004507249
B,0.0,0.37431822737010023
B,1.0,0.8821976399431775
B,0.0,0.2151042344214637
A,1.0,0.5553949074423146
A,0.0,-0.31565370884061383
A,0.0,0.11581268292209276
B,1.0,-0.6323703864158223
B,1.0,1.2634833441823135
A,1.0,1.5215594095022018
A,0.0,1.3799128006970733
A,0.0,-0.4081087616778623
B,1.0,-0.9537740393650874
B,0.0,1.2769736607501632
A,1.0,0.5439072025914127
A,0.0,0.32858434152364246
B,0.0,-0.6336320849451457
A,0.0,0.4256638126367649
B,0.0,-1.085278059661935
A,0.0,0.6340623560790319
A,1.0,1.3788866996062104
B,0.0,1.6310455439079523
A,1.0,0.708524054109816
A,1.0,-1.3820215496211217
A,0.0,0.19733013094602156
A,0.0,2.139681744057713
A,0.0,-0.8686115904422842
A,0.0,-0.05918157291021701
A,0.0,1.4135243518009772
A,0.0,0.6171339220735854
B,0.0,2.4801563244851046
B,0.0,-0.7328693832285884
A,0.0,-0.9897557857408219
A,0.0,1.2241254358351739
B,0.0,-1.195878628271536
B,0.0,-0.1967679888175363
B,0.0,-0.06564654485957652
A,0.0,1.035989473385922
A,0.0,0.6142679680252469
A,0.0,0.45706491417686257
A,0.0,-0.40243087790166676
B,0.0,1.215004019081943
A,0.0,4.0258240427272645
A,1.0,0.6912820989229157
A,0.0,0.09967220754683649
B,0.0,-1.2978629709921605
A,0.0,-0.6374814493171534
B,0.0,-0.21371023394730407
A,0.0,-0.5346002402671326
B,0.0,-0.01607783452684818
A,0.0,1.7780160768072877
B,1.0,1.2471669173692341
B,0.0,-0.15883271646825428
B,0.0,-1.2082799446658605
B,1.0,1.337367642902413
B,1.0,-0.049054273461364435
B,0.0,-1.726500425602355
B,0.0,0.7124301184930362
A,0.0,1.0256866842334653
B,0.0,-2.425908404934669
B,0.0,-0.8245546421329034
B,1.0,-0.11045401130771397
A,1.0,0.7345109113086175
A,0.0,-0.5157465846241712
B,0.0,-0.8321419019739364
A,0.0,0.7271692496802824
A,0.0,-0.4683223733141591
A,1.0,0.5420546505486971
A,0.0,-1.1115156549745906
A,1.0,-1.3523330192363985
A,1.0,0.755269157570397
A,1.0,0.2525199103172139
A,0.0,0.9224557332362071
A,0.0,-0.5325930009214418
B,1.0,-0.7951053024797451
A,0.0,1.3607188875409106
B,0.0,-1.5229587639944702
B,0.0,1.2514607091806247
A,0.0,1.3205047074823832
A,0.0,0.8600895142660753
B,0.0,-0.6878075170104481
B,1.0,-0.8165238367253593
B,0.0,-0.21005577299819952
B,1.0,-1.2950396768313994
B,0.0,-0.9616939987535967
B,0.0,0.644734291509046
A,1.0,0.6493491142241571
B,1.0,-1.0495748265349563
A,1.0,0.6761219353000746
B,1.0,0.4543033057398061
B,0.0,1.5098862545771035
A,1.0,0.5691364418675215
B,0.0,1.058581053734378
A,0.0,0.47707759093021124
B,1.0,0.9799291096971879
A,1.0,-1.287117156567775
B,0.0,-0.1217444571109134
A,0.0,-0.038982768227529795
B,0.0,-0.2437499469352824
B,1.0,0.4438866303167256
B,0.0,0.634379654495751
B,0.0,0.3922570770711484
B,0.0,-0.17694388122133783
B,0.0,-0.735730079845125
A,0.0,1.097186074156234
B,0.0,0.34973281661383504
A,0.0,-1.0186138583994084
B,0.0,-0.19368754164962376
A,0.0,-1.7432996777073613
B,0.0,0.035370614347442896
B,1.0,-0.19837994259859598
A,0.0,-0.5744669503553378
B,0.0,1.5846001898035293
B,0.0,-1.1561541195421123
B,0.0,0.7063929516823354
A,1.0,2.1867081609318735
B,1.0,1.077267903716688
B,0.0,-0.03153878209776703
A,0.0,-1.1340686394233275
A,1.0,-1.3620621765844554
A,0.0,-0.411551694957522
B,0.0,-0.6870007339139083
A,1.0,-0.7195469089581323
B,0.0,-0.3263134554712441
B,0.0,-0.10224709288568688
A,0.0,0.4852119476452963
B,1.0,-1.2377962194624292
B,0.0,-0.68224379613305
A,0.0,-0.15967208282248133
A,1.0,-0.19548519342326906
A,0.0,1.8364237074134229
A,0.0,0.2322465927238575
A,0.0,-1.6135898119594245
B,1.0,0.4181813615867647
A,0.0,0.5456637227439788
A,0.0,-0.12512802824473812
B,1.0,-1.2133966744092013
B,1.0,1.7580546953134628
B,0.0,-1.0698839135812572
B,1.0,0.6607722064159335
A,0.0,0.20005052906393525
A,0.0,0.60081054902977
B,1.0,1.70685792416733
B,0.0,0.5616388721410351
B,0.0,-0.558664227043533
A,1.0,1.105992275127961
B,0.0,-0.6310994500441196
B,0.0,0.16355801139526788
A,0.0,-1.2930836080157901
B,0.0,-1.0332812273367524
B,0.0,0.05138667043618637
A,0.0,0.3680867085808721
A,0.0,-1.7023906226910304
B,1.0,0.49728736800066425
A,0.0,-0.8194289765982975
A,0.0,1.2796880156711665
A,0.0,-0.35196442882450824
A,1.0,-1.1236222695499858
B,0.0,0.07580455795925227
B,0.0,-0.9162350010787254
A,0.0,1.2689451414331256
B,1.0,0.000530207533099717
B,1.0,-0.1516766230932871
A,1.0,0.5918010189310079
B,0.0,-1.004947439200293
A,1.0,-1.2891536553285141
B,0.0,0.40835157944163697
B,0.0,-1.099670708008809
B,1.0,-1.1000101537494567
A,0.0,0.8367560312208876
B,0.0,0.5250641099839399
A,0.0,-1.2538295424529113
A,1.0,-0.6191360429413364
A,0.0,-0.90373155594632
B,0.0,1.7763192980405802
A,0.0,0.9060104275706085
B,0.0,-0.420844846005274
B,0.0,0.5761946893434926
A,0.0,-1.3561861859308293
A,0.0,-0.6726461511894929
A,0.0,0.10486326594188623
B,0.0,0.45223074914591294
B,0.0,-0.09745912551344407
A,0.0,0.24801351071422595
B,1.0,0.07833645995312626
A,0.0,-0.16357740202231738
B,1.0,-0.2961455921908937
B,0.0,-0.4262648726777842
B,1.0,0.23193750862858806
B,1.0,0.41081558919945615
B,1.0,0.19835916731883396
A,1.0,-1.1785970500010596
A,1.0,-0.9989278511431876
A,1.0,0.39888180594806727
B,0.0,1.4716733006708778
B,0.0,0.15241546155875524
B,0.0,-0.4116684124769942
B,0.0,0.22434045544277556
A,1.0,-1.1368214225134285
B,0.0,1.3089431565364635
A,0.0,0.1865941445080283
A,0.0,-0.6694572132105483
B,0.0,-0.16679546609287513
B,0.0,-0.5270362320636157
B,0.0,1.3116699768168338
A,0.0,-0.20224008944705912
B,0.0,0.15536574611559287
A,0.0,0.5737264566512917
B,0.0,-0.7407666037645421
B,0.0,0.19370946613515708
A,0.0,0.2744355693942098
A,0.0,-1.5540788210206211
A,0.0,0.25269648877761
B,0.0,-0.04576206494313917
A,1.0,0.12996629211599667
B,0.0,0.03562971349056658
B,0.0,0.25916987295008204
B,1.0,1.337343225676158
A,0.0,-1.1795074120851095
B,0.0,-0.3421523355004201
A,1.0,0.6666186289628364
B,0.0,0.48092586772791107
B,1.0,0.45940555334208416
B,0.0,2.7535772156733374
B,0.0,0.6141355241167059
A,1.0,1.1309377962550249
B,0.0,-0.30707205885250843
A,0.0,-0.9929123738972822
A,0.0,-0.3143174292336339
A,0.0,0.7119601713434042
A,0.0,0.4068278548291754
A,0.0,0.4032513705988798
A,1.0,-0.21434438679712778
A,0.0,-0.37380261881297533
B,0.0,-0.17985724429327782
B,0.0,0.7244754501652129
A,0.0,0.8407274281704181
A,0.0,-1.0062416496712276
A,0.0,0.7623425594314492
B,0.0,-0.6507212307562297
A,0.0,0.46892165184105333
A,0.0,-0.19196574246248815
A,0.0,1.5657885492389845
A,0.0,-0.4180746289811456
A,0.0,0.17861184089478324
B,0.0,0.6065931575594277
B,0.0,-0.8739588501228821
B,1.0,-0.07285705542694518
B,0.0,-0.2665848846231373
B,0.0,-0.5138134834059732
A,1.0,-0.4397230014832396
B,0.0,1.1120145981367944
B,0.0,-0.5985507347603333
A,1.0,0.5664078826716058
B,0.0,0.31459500203114427
A,0.0,-1.3969801157751758
B,1.0,0.5191694384264413
B,1.0,-1.4135132097576943
B,0.0,0.6280918281651601
B,0.0,-0.5071916431308481
B,0.0,0.008367253256452208
B,1.0,-1.2942799496263389
B,1.0,0.12238232360481602
A,0.0,0.9269504179706196
B,0.0,-0.8069654280226208
A,0.0,-0.607167086144011
A,0.0,0.45462102356748946
A,0.0,0.47961832364693924
B,0.0,-2.4341792984085067
A,0.0,2.0154063637827733
A,1.0,0.5285534835483313
A,0.0,0.6969186624529615
A,0.0,-0.14354044666201693
A,0.0,-1.8553535085522448
B,1.0,0.67472206125024
A,1.0,-0.5651880282308862
B,0.0,0.5439316941833399
B,0.0,-0.21880107026272877
A,0.0,0.2380393791163774
A,0.0,-0.7749963814092447
B,1.0,0.8643889426789316
A,0.0,-1.1883790394576719
A,0.0,2.24556942533919
B,1.0,2.237948634987012
B,0.0,1.6326995854665105
B,0.0,1.2754789857745101
A,0.0,-0.08454835823364099
B,1.0,1.1665467057472083
B,0.0,-0.09617649827612768
A,0.0,-1.553517542245307
B,1.0,1.503201414030688
A,0.0,1.1288244629225053
A,0.0,-0.031339107655435385
B,0.0,-1.2251842573311502
A,0.0,-0.5862006765789738
A,0.0,-1.8211455848875098
B,0.0,0.9450808526179771
B,0.0,-1.6033089668641802
B,0.0,0.28683087014667635
B,0.0,-0.8436933477796882
B,0.0,-1.4267034449994767
A,0.0,0.2383550932785717
A,0.0,-0.3337993853120314
A,0.0,0.8381891054253677
A,1.0,-1.267605268728707
B,0.0,-0.7573146454738222
A,1.0,-2.3876422084908913
A,0.0,-2.1843466823279227
A,0.0,1.7981924099785127
A,0.0,2.083598244099669
B,1.0,0.09272620522395288
A,0.0,-0.8238287659065117
A,0.0,-0.298448925490107
A,0.0,0.8735742024863639
A,0.0,-0.5143890198220461
B,0.0,0.2376338670416892
A,0.0,-0.01275605048124964
A,0.0,-0.568812670082858
A,0.0,-0.5261927459918712
B,0.0,0.29332087168550824
B,0.0,-0.9768881363874414
B,0.0,0.45172934562351613
B,0.0,-0.47157895964918195
B,1.0,0.12736730464823023
A,0.0,1.3839625661685588
A,0.0,-0.16819204522695244
B,1.0,0.9198043401919923
A,0.0,-1.7920328558838285
B,0.0,-0.4703630136405947
A,1.0,0.027688621076072818
B,0.0,1.923330679206459
B,0.0,-1.9599520832598905
B,0.0,-0.09620986189277686
B,1.0,1.456688850916263
B,0.0,-0.785020405266872
B,0.0,-0.21283881042567027
A,0.0,0.3317389850555395
A,0.0,0.18450855372278024
B,0.0,1.5657704754544142
A,1.0,0.44847381007323184
A,0.0,1.3277728955142192
B,0.0,-0.3600083573099114
B,1.0,-0.7405254112502966
A,1.0,-0.22572319301963548
A,0.0,-1.1591030933676016
A,0.0,0.48351169621009515
A,0.0,-0.3858781127552457
B,1.0,-0.6717888999774754
A,0.0,0.4986584096210017
A,0.0,-1.1437157779742886
B,0.0,0.7705022138557944
A,0.0,-0.4783373884913608
A,0.0,1.159096444094184
B,0.0,-0.39273757822956723
B,0.0,0.6319096665579241
B,0.0,0.17956237377290588
B,0.0,0.7439018737144868
A,0.0,0.10994689214762728
B,0.0,-1.6633974123432438
B,0.0,1.008793539242132
B,0.0,-0.08768292245790726
B,0.0,0.789516077354813
B,1.0,0.6902464768688565
B,0.0,-0.7732964810113417
A,1.0,-0.9147954051752969
B,0.0,0.655355101449004
A,0.0,-0.3032490294105138
B,1.0,0.936429279466497
B,0.0,-0.17820094286302327
B,0.0,1.0234097774482882
B,0.0,0.4233044842091017
A,0.0,0.2879749937141485
B,0.0,-0.3740111987402744
B,0.0,0.2324276140615166
A,0.0,1.1928527149527093
A,0.0,-0.05421545866331975
A,0.0,0.5311744436838554
B,1.0,0.046360076249706055
A,0.0,0.12460404274542186
B,0.0,1.7234107569382986
A,0.0,1.2017300310395511
B,0.0,0.07940381519571835
A,0.0,0.2144540879360341
B,0.0,-0.7018705035509689
A,1.0,-0.17297154626495317
B,0.0,0.309397787548615
B,0.0,0.8506135895691279
B,1.0,0.749220896910919
B,0.0,-1.1092590559045103
A,0.0,0.9769827306786314
A,0.0,-0.08877367937755289
A,0.0,-0.9869913556775379
A,1.0,1.3363847374319215
B,0.0,1.463278996737953
B,0.0,0.2637469823406603
B,0.0,0.7087936019052349
B,0.0,0.767449208744432
B,0.0,1.395772152812251
B,0.0,0.7280685254317251
A,0.0,-1.3276882774385688
A,1.0,2.0098077489711277
B,0.0,1.065656889480043
B,0.0,-0.5095242052727647
A,0.0,-1.0296250723574096
B,0.0,0.5048134304040838
B,1.0,-0.27826003836757923
A,1.0,0.3299953539989592
A,1.0,0.7434068412782634
B,1.0,-0.5664418879967954
B,0.0,-1.1161079926843374
A,0.0,0.38581846787197815
B,0.0,-0.5333878552769735
A,1.0,0.14609578573239815
B,0.0,-1.3433264369622646
A,0.0,-0.2521827244746376
B,0.0,0.7149518910399967
A,1.0,0.6059325076467968
A,0.0,-0.7883579708732686
B,1.0,-1.1682643693180517
A,0.0,0.01576368975179213
A,0.0,0.5610327970194089
A,0.0,0.405175140192551
B,1.0,-0.5121598443613099
B,1.0,0.2978244424866034
B,0.0,1.5023554712759948
A,0.0,0.20514468730902757
A,0.0,-1.63314793581862
A,0.0,0.2032003381006422
B,1.0,2.043956971212609
B,0.0,-1.2873908131155956
B,0.0,0.029724661829022104
B,0.0,-0.2263354330321344
A,0.0,0.09588295927506402
B,0.0,0.19425215315377178
A,0.0,1.1399719860629245
A,1.0,0.0847832864008106
A,0.0,1.277259557212047
A,1.0,-0.1176556587864825
A,0.0,-0.3501367739746331
A,0.0,-0.6691829830386058
A,0.0,-1.8170870291201529
B,1.0,0.2757814119258398
A,0.0,2.0540002884718427
A,0.0,0.4582354772858612
B,0.0,0.6867473541616795
B,1.0,-0.41303132501445505
B,0.0,-0.2443333912736707
A,0.0,0.9846414883332621
B,1.0,2.0086936402898203
A,0.0,1.4879479357968197
A,1.0,0.805244629728022
B,0.0,0.03515057939050897
B,0.0,0.2097189142673235
B,1.0,-0.7535073194282543
B,1.0,-1.448167521302657
B,0.0,-1.126798357759941
A,0.0,0.0498000345219375
A,0.0,-0.2919922614266772
A,0.0,-1.4694417047196846
A,0.0,-0.037323379049736136
B,1.0,-0.31843032446594494
A,1.0,-1.1728488552840803
B,0.0,-0.3701790106200705
B,0.0,-0.3209530007163442
B,0.0,-0.6166371399244667
A,1.0,0.9266701647759397
A,0.0,-1.902901562093312
B,0.0,-1.9857989907109712
B,0.0,0.0032857844490918387
B,0.0,0.09612718939230591
B,0.0,0.40421513601897335
B,0.0,-0.5389735082790941
A,0.0,-0.9179238050923317
B,0.0,-0.007316132694947453
A,0.0,-0.44157813534799617
B,0.0,1.5510714046556944
B,0.0,-0.3242272499251918
B,1.0,-0.053185151717077925
A,1.0,2.4754181395979424
A,1.0,-0.19476022673068688
B,1.0,0.5561568651990907
A,0.0,0.646309433386353
A,0.0,0.7314016437182146
A,0.0,0.28948726541125236
A,0.0,0.19384079441050964
A,0.0,0.10033428983711615
B,0.0,-0.5759939022337732
A,0.0,0.32551880283926843
A,1.0,2.028645837424592
A,1.0,1.2106819089635574
A,0.0,0.3039180222246367
A,1.0,0.8558297981059901
B,0.0,-0.8691759087306522
A,0.0,-0.26051215419971874
A,0.0,0.9478498441840553
A,0.0,1.4871671934581916
A,0.0,-0.770866172095378
A,0.0,-0.48358830942315717
A,0.0,2.1813757938785363
B,1.0,0.09626124976897246
A,0.0,1.8233619727003787
B,0.0,0.20685731727579246
A,1.0,0.2461802823254352
A,0.0,-0.30549088765989746
A,0.0,0.9425551415102287
B,0.0,1.3577775503039997
B,0.0,-1.035002230140867
A,0.0,-0.35245055222043675
A,1.0,0.9150785243742204
A,1.0,-0.1295486377843279
A,0.0,-0.4933854685332102
B,0.0,1.0095421538694018
A,0.0,1.103453204712511
A,0.0,-0.4496420906721386
B,0.0,0.2123665279879456
A,1.0,-1.208474795904233
A,1.0,-0.895480910478699
B,0.0,0.12416523213337996
A,0.0,0.03140678757984353
A,1.0,-0.9668760917306345
A,0.0,-0.7159739247255754
B,0.0,-1.0650443699555594
A,0.0,0.4550598569132106
A,0.0,-1.9676391966919
A,0.0,-1.0115772295601961
A,0.0,-1.862941547832321
B,0.0,0.4190206038579806
A,0.0,-1.8027335500547015
B,1.0,0.03172919853554027
B,0.0,1.6395240157474233
B,0.0,1.6734339812709018
A,0.0,-1.8059075691788211
B,0.0,0.2984096016309557
B,1.0,-0.9889712963804547
A,0.0,-1.193136035710258
B,1.0,-0.11346995439007401
B,1.0,1.2282911569331254
A,0.0,0.5996588742203581
B,0.0,-0.7151409284828807
A,0.0,0.7050339974100025
B,0.0,-2.2437083318816793
B,1.0,-0.7529457984332404
A,1.0,-0.8238915447012507
B,1.0,0.07832069173893116
A,0.0,-0.20282796365999967
B,0.0,-0.14147109361988489
B,1.0,-0.17471953010613864
A,0.0,0.022407240989087
A,0.0,0.5401309669582237
A,0.0,0.14933102610238283
A,0.0,-0.2843518166045584
A,0.0,0.40174827980478217
A,0.0,0.8261235436527639
A,0.0,-0.5560258907226293
A,0.0,-0.059402730672675784
B,1.0,1.1619065630465863
B,0.0,-1.1027606772673566
B,0.0,1.8047021962559437
A,1.0,-1.3391549747395755
B,0.0,-0.3453646112047366
B,0.0,-0.950189996876012
A,1.0,2.187926996869377
A,1.0,-0.5033500288471519
B,0.0,-0.5008411565285328
A,0.0,-0.37074873993991914
B,1.0,0.09560280789395026
B,0.0,-0.32844177890451104
A,0.0,-0.1328868046223994
A,0.0,-3.5292099530237375
B,0.0,0.05715983600182728
B,1.0,0.017806621486644806
A,1.0,1.0385687974123936
B,0.0,1.309060948279402
B,0.0,-0.18770806139179752
B,0.0,0.8162290816739554
B,1.0,-1.1015687804448064
A,0.0,0.7673423426961045
A,0.0,-0.5724757991345769
B,0.0,-1.1846974681300548
A,0.0,-0.1855886782040505
B,0.0,1.4004724471977792
B,1.0,0.1810055367308467
A,1.0,1.49648814767838
B,0.0,-0.7487327138158041
A,1.0,1.04785110454799
B,1.0,-0.6521600372369454
A,0.0,0.22532867148920316
B,1.0,0.216682828659415
B,0.0,0.6614917339241726
A,0.0,0.25074061991132746
B,0.0,-0.7391845378218174
B,1.0,0.8803069520925639
B,0.0,1.7316565943253943
B,0.0,-0.5838034222561184
B,0.0,-1.8352320764450323
A,0.0,0.4993195683537887
B,0.0,-0.33118039405214905
A,1.0,-0.13110285595529653
B,1.0,0.556177755731012
B,0.0,-0.4563924298255985
A,0.0,-0.2688519713436714
A,0.0,-0.10011951693658637
B,1.0,1.4697539379850162
A,1.0,0.030069604113581585
B,0.0,-1.2356735808149601
A,0.0,-1.1958784811411152
B,1.0,0.13922992165960119
A,0.0,-1.129428000690979
A,0.0,-1.5623034869241608
B,1.0,0.6355359909340106
B,0.0,0.6844984028686446
A,0.0,-0.36813653389385326
A,0.0,0.29365929115170897
B,0.0,0.1881216441955006
B,0.0,0.6024193859690855
A,1.0,0.6047499039397994
B,0.0,-2.605788587527226
B,0.0,-0.2404989584823943
B,0.0,0.5179041881781331
B,0.0,-0.4104565910390145
B,0.0,0.03620263925982666
A,1.0,0.7506999816780775
B,0.0,0.0809252332521623
B,0.0,1.5079194172348667
B,0.0,1.1269862522811211
A,0.0,-0.118564152971434
A,0.0,-0.19804617072477865
B,0.0,-2.8503241052013646
A,1.0,-0.3265021968905259
B,1.0,-1.3532688927105265
A,0.0,0.2212295420006227
B,1.0,0.15287071112000175
B,1.0,0.6958557560267777
A,1.0,1.3966704719481913
A,0.0,-0.026269429671968363
B,0.0,2.280416311923196
B,1.0,0.2324514452199039
A,0.0,-1.310216393716633
B,0.0,-0.5620718751101198
B,1.0,-0.37274670030782203
A,0.0,0.5921271511533787
A,0.0,-0.9472499002293007
A,0.0,-0.297975882809396
A,0.0,-0.16104028079608668
A,0.0,-0.44812080765554363
A,0.0,0.8114153816797184
B,0.0,0.6413213884653558
A,1.0,1.1665671351039588
B,0.0,-0.33102518111119955
A,0.0,1.202527567647902
A,1.0,-1.3639970859770458
B,0.0,-1.388384300989857
B,0.0,-1.2138016860912133
A,1.0,0.00921169263208945
A,0.0,1.2023781165777556
A,0.0,-0.6021420806396302
B,0.0,-0.47669340496443713
A,0.0,-0.2160179553093376
A,0.0,0.5728281233876548
A,0.0,-0.4776253033545738
A,0.0,-0.5334169579165013
B,0.0,-1.3453952633576904
B,0.0,-0.5717211111771211
A,0.0,1.1774617529353326
A,1.0,0.09092600847847668
A,0.0,-0.7398545102479152
